idOrder,Date,idWarehouse,Channel,Category,idBuyer,Product,Quantity,Revenue,RawMaterial,Handling,Logistic,idSales
223,2020-06-18 2:26:52,17,Domestic,Horeca,32,Salmon,68,16660000,15649900.17,263706.66,409993.53,9
224,2020-06-18 14:48:47,13,Domestic,Walk-in-Customer,94,Dori,30,1110000,990000,222.2,1704.68,14
225,2020-06-20 2:47:48,18,Domestic,Walk-in-Customer,83,Tenggiri Grade AA,11,660000,504938.1,387.08,3594.25,3
226,2020-06-20 16:21:57,17,Export,Horeca,81,Lobster 300up,5,975000,981643.48,4054.04,27570.76,2
227,2020-06-20 20:04:53,2,Domestic,Walk-in-Customer,52,Rajungan,200,34400000,28600000,737169.66,906762.64,9
228,2020-06-21 1:25:23,10,Domestic,Shopee,95,Dori NBL,100,4200000,3799324.32,20227.07,35547.81,16
229,2020-06-21 5:58:16,6,Domestic,Horeca,3,Dori NBL,10,400000,379932.43,28.71,399.02,1
230,2020-06-21 9:14:36,12,Domestic,Walk-in-Customer,81,Cumi Tube,10,610000,510000,43.31,3211,9
231,2020-06-21 21:25:58,1,Domestic,Horeca,69,Salmon Atlantik Whole,158.45,26936500,24943113.81,70694.17,1990585.52,9
232,2020-06-25 9:47:33,17,Export,Horeca,61,Salmon,20.25,4556250,4357476.91,71847.02,77777.39,9
233,2020-06-25 19:15:22,3,Domestic,Walk-in-Customer,51,Cumi Ring,10,550000,497572.96,345.96,36766.76,11
234,2020-06-27 16:59:36,9,Domestic,Shopee,54,Dori NBL,30,1200000,1139797.3,194.08,8974.01,9
235,2020-06-28 15:52:02,12,Export,Shopee,38,Gurame Frozen,9.85,531900,1465084.1,719.95,32899.09,4
236,2020-06-28 16:09:56,1,Export,Horeca,38,Dori NBL,20,880000,959864.86,4264.87,10115.23,10
237,2020-06-29 13:00:06,13,Export,Shopee,23,Salmon,50.83,8386950,8093465.05,466459.43,70309.12,9
238,2020-06-30 0:55:29,10,Domestic,Shopee,26,Salmon Tasman,39.75,9738750,8905052.22,62315.9,108439.36,12
239,2020-06-30 4:46:30,11,Export,Shopee,12,Tuna Loin,25.2,2293200,1260306.95,79069.68,162232.77,9
240,2020-06-30 11:08:10,6,Domestic,Walk-in-Customer,64,Tuna Saku,99.75,9975000,8312500,715.88,9950.67,12
241,2020-06-30 12:01:50,2,Domestic,Horeca,55,Dori,300,11400000,9540000,48716.31,90674.2,9
242,2020-07-01 8:47:59,8,Export,Horeca,81,Dori NBL,80,3360000,3039459.46,241.14,3351.8,2
243,2020-07-01 18:04:32,18,Export,Horeca,85,Salmon Whole Frozen,14,2366000,2324000,167.97,12454.46,10
244,2020-07-03 2:47:56,8,Export,Horeca,78,cumi Tube Size 5-6,50,2750000,2579333.33,12067.07,88555.19,9
245,2020-07-03 15:01:21,11,Export,Walk-in-Customer,36,Dori,237.56,8552160,7492275.25,7156.62,257184.7,4
246,2020-07-03 23:06:24,2,Domestic,Horeca,85,Dori NBL,500,19250000,18996621.62,7679.08,118504.16,1
247,2020-07-04 6:50:06,13,Export,Horeca,60,Salmon Atlantik Whole,65.06,11060200,12814741.37,2951.33,514420.5,16
248,2020-07-04 19:41:17,2,Domestic,Shopee,70,Salmon Whole Frozen,110.94,19192620,19305356.32,7656.19,118150.92,9
249,2020-07-05 16:26:40,16,Domestic,Walk-in-Customer,9,Salmon,16.17,3638250,3340110.24,2381.71,21096.59,9
250,2020-07-06 1:28:09,14,Domestic,Walk-in-Customer,69,Salmon,30,7350000,7102749.3,64572.12,98843.77,3
251,2020-07-06 8:23:44,10,Export,Tokopedia,35,Salmon,9.5,2137500,2141340.81,1788.7,64279.94,9
252,2020-07-06 22:45:44,10,Export,Shopee,14,Salmon Portion,15,3675000,3251968.4,5566.97,126074.75,9
253,2020-07-08 0:47:31,16,Export,Shopee,83,Salmon,10.3,2296900,2298716.4,1347.11,12508.54,9
254,2020-07-08 7:45:27,18,Domestic,Shopee,34,Udang Vannamei Size L,5,475000,373606.59,642.93,29379.71,14
255,2020-07-08 9:38:21,7,Domestic,Walk-in-Customer,58,Salmon Headless,67.5,11745000,11475000,1000.19,100925.96,9
256,2020-07-09 15:45:40,3,Export,Walk-in-Customer,72,Dori NBL,100,4300000,3970000,305.27,22634.9,15
257,2020-07-09 22:16:49,4,Export,Horeca,88,Udang Vanamei,10,970000,822000,12685.88,26699.03,9
258,2020-07-10 3:56:34,16,Export,Tokopedia,52,Salmon Portion,20.17,4941650,4762506.63,6170.29,113030,9
259,2020-07-10 17:21:59,18,Export,Tokopedia,29,Salmon,25.4,5715000,5465674.74,90119.23,97557.82,16
260,2020-07-11 17:49:02,15,Export,Horeca,88,Salmon Portion,16,3920000,3795361.14,16441.48,77058.74,9
261,2020-07-11 19:38:01,14,Domestic,Tokopedia,66,Dori NBL,500,18000000,18996621.62,10556.8,98025.01,4
262,2020-07-13 1:45:24,4,Export,Horeca,7,Salmon,70.69,15905250,14601879.56,2572.46,118944.93,12
263,2020-07-13 13:11:58,9,Export,Walk-in-Customer,41,Dori,30,1065000,954000,123.02,5635.36,14
264,2020-07-14 17:44:50,12,Export,Tokopedia,21,Dori BL Size 4,20,900000,730303.03,974.57,17154.1,12
265,2020-07-15 0:44:34,10,Domestic,Horeca,38,Dori NBL Size 3,30,1350000,1212130.71,5662.24,26538.09,9
266,2020-07-18 12:31:45,18,Export,Tokopedia,26,Salmon Tasman,1.45,340750,318249.07,1442.78,18177.2,8
267,2020-07-18 23:39:42,14,Domestic,Tokopedia,27,Dori BL Size 3,30,1065000,973991.85,4673.25,34295.01,11
268,2020-07-19 18:49:35,7,Domestic,Horeca,95,Lobster 300up,10.75,2666000,2580000,4247.68,114314.03,9
269,2020-07-20 21:55:59,1,Domestic,Horeca,97,Dori NBL 4 Glazing 30%,70,2870000,2604583.33,1878.79,16641.85,16
270,2020-07-20 23:06:14,12,Export,Shopee,7,Lobster,2.66,704900,611800,330.77,2262.53,14
271,2020-07-22 4:31:05,5,Domestic,Horeca,89,Salmon Atlantik Whole,27.22,4763500,4438386.66,5410.97,137628.54,12
272,2020-07-22 23:10:17,7,Export,Horeca,34,Salmon Whole Frozen,48.52,8199880,8054320,947.17,43388.97,2
273,2020-07-24 3:07:59,4,Export,Tokopedia,44,Gurame,227.36,12050080,11909874.67,502780.07,468970.64,9
274,2020-07-24 14:02:51,17,Export,Shopee,50,Salmon,15.45,3476250,3191385.48,76.68,23521.6,9
275,2020-07-24 21:49:44,19,Export,Horeca,27,Kepiting Bakau 200up,8.93,504545,446500,2136.31,26914.79,16
276,2020-07-30 11:03:07,3,Export,Shopee,66,Salmon Whole Frozen,9.36,1684800,1428980.6,1102.92,9769.4,1
277,2020-07-31 1:17:08,2,Export,Walk-in-Customer,39,Udang PND,10,970000,875000,4068.43,19068.11,5
278,2020-07-31 5:48:22,13,Export,Horeca,5,Salmon,10.48,2337040,2184093.19,2708.95,14650.04,3
279,2020-07-31 6:00:51,10,Export,Walk-in-Customer,8,Salmon,20.5,4571500,4272319.69,5298.99,28657.04,12
280,2020-08-01 2:11:23,2,Export,Shopee,94,Salmon,15.04,3384000,3106694.99,11559.42,357805.3,12
281,2020-08-01 18:46:23,7,Domestic,Walk-in-Customer,12,Dori BL Size 3,50,1775000,1489051.85,2016.26,51283.86,1
282,2020-08-01 19:22:46,5,Domestic,Horeca,73,Salmon Whole Frozen,14.5,2682500,2407000,309.86,14194.22,12
283,2020-08-02 6:06:43,7,Export,Walk-in-Customer,48,Dori BL Size 4,10,340000,322743.91,460.21,21029.68,4
284,2020-08-03 10:34:11,4,Domestic,Tokopedia,33,Salmon,15.19,3417750,3268645.64,53894.14,58342.65,9
285,2020-08-03 10:42:15,2,Export,Walk-in-Customer,97,Tuna Loin,15.45,1390500,1160432.06,1611.78,8716.53,11
286,2020-08-03 18:55:33,18,Domestic,Horeca,37,Salmon,20,4900000,4657000,453703.7,106348.15,10
287,2020-08-04 18:29:28,3,Domestic,Horeca,27,Salmon,15.15,3408750,3260038.28,71413.61,149599.6,4
288,2020-08-05 0:15:52,3,Domestic,Walk-in-Customer,61,Dori,150,5700000,4772368.42,1456.4,120379.06,12
289,2020-08-05 4:09:17,16,Export,Tokopedia,8,Dori BL Size 4,5,190000,890154.6,215.83,5489.54,9
290,2020-08-06 7:42:53,7,Domestic,Tokopedia,45,Salmon,20.52,4617000,4238655.66,101.84,31240.34,10
291,2020-08-06 13:56:47,7,Domestic,Tokopedia,47,Dori NBL,20,900000,775384.62,38075.27,14310.86,2
292,2020-08-07 10:36:29,2,Domestic,Horeca,20,Salmon,15.74,3541500,3251288.5,572.79,26484.56,9
293,2020-08-08 13:51:21,7,Export,Tokopedia,23,Salmon Atlantik Whole,22.81,4105800,3791642.34,14543.81,194783.92,11
294,2020-08-09 0:44:40,19,Export,Walk-in-Customer,8,Salmon,4.46,1057020,914787.36,90.01,9083.08,12
295,2020-08-11 5:58:40,11,Domestic,Horeca,54,Dori NBL,15,600000,569898.65,695.48,3761.18,9
296,2020-08-11 23:36:37,7,Export,Horeca,7,Salmon,10.41,2321430,2169504.78,166.6,2315.77,9
297,2020-08-14 5:31:06,9,Domestic,Walk-in-Customer,9,Dori BL Size 3,150,5700000,4926536.71,8634.48,195544.51,9
298,2020-08-14 20:36:46,1,Export,Tokopedia,53,Salmon,20.96,4716000,4559918.66,132344.41,337784.89,9
299,2020-08-14 22:39:42,10,Export,Walk-in-Customer,61,Salmon Tasman,14.99,3447700,3266454.82,118876.91,243908.04,9
300,2020-08-14 22:48:42,16,Domestic,Shopee,14,Dori NBL,40,1800000,1550769.23,38247.12,68644.01,5
301,2020-08-14 23:22:33,2,Export,Walk-in-Customer,11,Salmon,27.15,4751250,4510657.12,99539.1,208517.82,9
302,2020-08-15 0:50:08,6,Export,Horeca,80,Tuna Loin,50.4,4586400,3554402.97,1223.85,213317.86,9
303,2020-08-15 12:29:07,14,Export,Horeca,46,Bandeng,10,300000,165000,175.95,1633.75,14
304,2020-08-16 16:07:41,17,Domestic,Walk-in-Customer,57,Salmon,230.71,51909750,47655957.47,8395.71,388198.97,14
305,2020-08-17 6:37:13,3,Domestic,Shopee,20,Dori NBL Size 4,20,800000,768776.46,3510.42,25761.51,13
306,2020-08-19 2:54:17,14,Export,Walk-in-Customer,72,Salmon,150.62,33588260,31390087.39,19699.14,182916.08,9
307,2020-08-19 17:52:02,3,Domestic,Tokopedia,96,Salmon,9.99,2247750,2063556.05,363.54,16809.45,9
308,2020-08-20 20:06:29,5,Export,Walk-in-Customer,4,Cumi Ring,10,620000,520000,2649.48,4931.4,9
309,2020-08-21 9:41:36,16,Export,Horeca,54,Salmon Headless,44.34,7715160,7537800,5050.59,44736.77,9
310,2020-08-22 6:23:11,12,Export,Walk-in-Customer,5,Salmon Atlantik Whole,25.48,4204200,4154669.07,4775.65,121469.06,16
311,2020-08-22 10:40:06,17,Domestic,Walk-in-Customer,79,Cumi Ring,10,670000,473362.79,23101.64,47399.25,12
312,2020-08-26 21:15:19,6,Domestic,Tokopedia,50,Salmon,51.31,9287110,9030560,39687.17,73868.53,9
313,2020-08-28 5:15:18,1,Domestic,Horeca,71,Udang Pancet 21/25,5,907500,852982.27,2381.71,67063.51,9
314,2020-08-28 21:08:36,16,Domestic,Horeca,92,Salmon,6.1,1445700,1251166.57,123.11,12423.05,9
315,2020-08-29 11:42:50,11,Domestic,Tokopedia,86,Salmon,14.81,3332250,3037668.34,2788.49,100209.04,16
316,2020-08-29 18:05:59,2,Domestic,Horeca,1,Udang Pancet,30,5640000,5100000,133863.41,211136.06,12
317,2020-08-29 23:13:04,1,Domestic,Tokopedia,72,Dori NBL,100,4200000,3970000,298.17,22108.51,9
318,2020-08-30 4:25:47,9,Domestic,Tokopedia,56,Salmon Headless,44.74,7784760,7605800,9023.6,48799.78,13
319,2020-08-30 11:10:03,19,Export,Walk-in-Customer,93,Udang Kupas,5,475000,567523.93,397.49,14284.43,9
320,2020-08-30 18:19:42,16,Export,Tokopedia,80,Dori NBL 4 Glazing 30%,100,4100000,3714705.88,2404.6,22327.92,1
321,2020-08-31 12:34:11,7,Export,Walk-in-Customer,6,Tuna Loin,14.88,1339200,1049395.16,357.36,62287.48,5
322,2020-09-02 2:56:16,10,Export,Shopee,66,Salmon,40,9800000,9428000,422383.45,125302.27,2
323,2020-09-02 10:10:54,16,Export,Walk-in-Customer,95,Tuna Loin,19.84,1785600,1972600,126.76,9399.27,9
324,2020-09-03 23:03:50,9,Domestic,Horeca,22,Salmon Tasman Whole,17.54,4209600,3946500,41750,173152.25,7
325,2020-09-05 20:45:31,13,Domestic,Tokopedia,17,Rajungan Pasteurisasi,100,17200000,15873000,58753.53,1818632.16,12
326,2020-09-06 0:33:11,14,Domestic,Tokopedia,93,Lobster 300up,11.77,2918960,2824800,100645.92,206502.25,5
327,2020-09-06 10:46:05,13,Domestic,Shopee,7,Salmon,10.77,2423250,2224674.54,8277.59,256220.95,1
328,2020-09-06 15:49:02,17,Export,Walk-in-Customer,10,Dori,120,4260000,3816000,492.07,22541.43,9
329,2020-09-07 12:10:35,8,Export,Tokopedia,81,Cumi Tube,15,975000,765000,69.22,5132.33,9
330,2020-09-09 15:34:47,5,Domestic,Tokopedia,99,Kakap Putih Fillet,100.02,6651330,5584450,4354.17,38568.1,10
331,2020-09-10 18:23:27,19,Domestic,Horeca,79,Cumi Tube,30,1950000,1665000,390.35,2994.7,10
332,2020-09-11 11:32:21,19,Export,Walk-in-Customer,51,Salmon,10,2370000,2084058.38,5327.58,13199.32,4
333,2020-09-12 12:12:33,1,Export,Horeca,21,Mahi - Mahi Fillet,100.09,6055445,3105071.19,1615.85,281644.55,14
334,2020-09-12 16:17:52,6,Domestic,Horeca,3,Cumi Ring,100,5750000,5433627.9,8710.22,197259.81,11
335,2020-09-12 18:25:01,18,Domestic,Horeca,56,Salmon,31.06,7143800,6473085.34,16058.73,39786.2,3
336,2020-09-12 21:20:15,18,Export,Horeca,26,Salmon Whole Frozen,25.25,4418750,3854888.92,97.46,29898.91,6
337,2020-09-12 22:21:57,15,Export,Shopee,48,Salmon,25.35,5703750,5483830.45,237984.47,221981.21,9
338,2020-09-14 18:29:58,8,Domestic,Shopee,76,Dori,50,1775000,1590789.47,767.82,7801.97,9
339,2020-09-14 21:14:42,6,Export,Walk-in-Customer,47,Dori NBL 4 Glazing 30%,50,2500000,1860416.67,8539.76,264336.07,9
340,2020-09-14 23:04:31,7,Export,Horeca,87,Dori BL Size 4,20,680000,645487.82,181.45,31627.45,5
341,2020-09-15 10:13:51,13,Export,Shopee,99,Salmon Atlantik Whole,40.43,6670950,6592357.55,7577.69,192739.18,9
342,2020-09-15 16:21:55,5,Domestic,Walk-in-Customer,52,Tuna Saku Root,2,204000,176954.76,855.63,4010.2,9
343,2020-09-16 8:53:33,12,Domestic,Tokopedia,99,Salmon Trout Fresh,3.64,928200,815720.37,2685.86,21612.46,3
344,2020-09-17 3:10:52,8,Export,Tokopedia,48,Mahi - Mahi Fillet,50.47,3053435,2120928.3,1920.69,204118,9
345,2020-09-18 1:44:51,19,Export,Tokopedia,29,Salmon Tasman,24.51,5906910,5354707.54,24775.08,116117.11,12
346,2020-09-18 6:13:41,4,Domestic,Tokopedia,54,Dori,300,11100000,9544736.84,2836.15,234422.38,9
347,2020-09-19 12:34:04,4,Export,Walk-in-Customer,66,Cumi Ring,10,670000,497572.96,2939.98,21575.27,12
348,2020-09-20 10:18:06,19,Domestic,Tokopedia,84,Salmon Portion,4.68,1155960,956049.21,4094.71,54840.08,9
349,2020-09-20 11:26:27,12,Domestic,Horeca,22,Salmon Whole Frozen,24.97,4369750,3738603.66,5065.13,27392.35,11
350,2020-09-22 1:55:43,7,Export,Horeca,46,Dori,30,1350000,1050000,30283.33,55529.16,9
351,2020-09-22 4:16:08,11,Domestic,Tokopedia,5,Dori,200,7600000,6360000,22612.09,23868.31,3
352,2020-09-22 10:06:05,2,Domestic,Horeca,73,Salmon Whole Frozen,53.6,9701600,9182324.67,2478.85,204889.39,3
353,2020-09-22 13:28:55,3,Export,Walk-in-Customer,88,Tuna Loin,19.96,1796400,1980000,359.61,2758.81,9
354,2020-09-22 13:45:07,3,Domestic,Walk-in-Customer,63,Salmon,20.56,4626000,4217046.66,3871.13,139115.32,3
355,2020-09-23 18:18:43,13,Export,Walk-in-Customer,39,Dori,150,4650000,4331197.38,2727.17,25323.13,9
356,2020-09-24 19:03:58,18,Export,Tokopedia,29,Salmon Whole Frozen,199.32,34482360,30429958.76,117788.39,3645972.61,2
357,2020-09-25 4:24:49,18,Domestic,Horeca,44,Salmon,10.61,2387250,2191624.59,386.11,17852.68,2
358,2020-09-25 8:46:35,4,Export,Tokopedia,54,Dori NBL,60,2520000,2279594.59,1649.67,14612.36,9
359,2020-09-26 6:18:15,2,Domestic,Shopee,72,Salmon Tasman,5.69,1365600,1235596.66,2175.78,58554.85,9
360,2020-09-26 11:44:56,11,Domestic,Shopee,29,Salmon,10.48,2358000,2164771.51,381.38,17633.94,9
361,2020-09-26 22:50:35,18,Export,Horeca,13,Udang Kupas,10,970000,1031914.77,156.88,7253.99,9
362,2020-09-27 19:39:40,2,Domestic,Walk-in-Customer,56,Dori,200,6600000,5993820.2,31785.4,55860.84,9
363,2020-09-27 22:02:37,5,Export,Walk-in-Customer,69,Salmon,30.4,6840000,6279489.87,23364.78,723223.49,9
364,2020-09-28 15:18:51,17,Domestic,Tokopedia,12,Udang PND,1,115000,87500,516.23,1744.28,9
365,2020-09-28 17:39:38,1,Export,Walk-in-Customer,3,Tuna Loin,25,2275000,1887688.44,581.28,48046.03,11
366,2020-09-28 21:28:11,17,Domestic,Walk-in-Customer,3,Cumi Tube,50,3000000,2775000,600.54,4607.23,3
367,2020-09-29 11:11:26,14,Domestic,Tokopedia,75,Deho Grade A,10,420000,201238.34,246.33,2287.25,9
368,2020-09-29 17:40:32,4,Domestic,Horeca,33,Cumi Ring,10,670000,483867.8,2373.31,31785.58,9
369,2020-09-30 3:07:19,10,Export,Shopee,64,Lobster 100up,7.16,1611000,1718400,2011.54,36848.29,12
370,2020-09-30 7:28:15,4,Domestic,Tokopedia,47,Salmon,15.48,3452040,3226122.38,4001.38,21639.56,9
371,2020-10-01 14:04:44,5,Export,Walk-in-Customer,90,Salmon,51.95,9402950,9143200,40182.2,74789.91,8
372,2020-10-01 22:09:32,15,Export,Horeca,19,Salmon Atlantik Whole,123.51,20996700,18986456.21,26217.1,480255.99,16
373,2020-10-02 5:44:37,13,Domestic,Horeca,77,Salmon Portion,40,9800000,8171360.78,15614.11,420209.12,7
374,2020-10-02 21:44:04,2,Domestic,Shopee,2,Kepiting Bakau 200up,5.87,331655,293500,1404.27,17692.03,9
375,2020-10-03 23:27:37,1,Export,Tokopedia,76,Salmon,78.71,13380700,12532690.03,470745.13,311771.66,9
376,2020-10-04 14:12:40,1,Export,Tokopedia,38,Salmon Tasman,49.76,12489760,12306771.56,52385.22,245521.73,9
377,2020-10-04 18:42:23,9,Domestic,Horeca,74,Cumi Ring,100,5300000,4917332.07,13909.72,391665.7,9
378,2020-10-06 13:43:12,14,Domestic,Walk-in-Customer,57,Salmon Tasman,24.36,5602800,5321936.99,8487.24,192209.96,11
379,2020-10-08 23:08:02,11,Domestic,Walk-in-Customer,29,Dori NBL,10,440000,379932.43,175.52,2708.67,9
380,2020-10-09 18:16:39,18,Domestic,Tokopedia,96,Dori BL 3 Glazing 40%,200,7200000,6300000,158.81,48717.88,16
381,2020-10-09 19:07:47,15,Domestic,Horeca,67,Dori NBL 4 Glazing 30%,10,400000,372083.33,8.82,2706.55,9
382,2020-10-14 17:15:00,2,Domestic,Shopee,98,Dori NBL 4 Glazing 20%,50,2250000,2000000,1319.6,12253.13,14
383,2020-10-15 16:18:17,13,Export,Tokopedia,31,Dori NBL,10,430000,379932.43,186.01,1890.06,3
384,2020-10-15 19:08:23,14,Domestic,Tokopedia,84,Salmon Atlantik Whole,24.41,4320570,2764224.73,5394.79,98824.08,12
385,2020-10-16 6:33:34,18,Export,Walk-in-Customer,71,Salmon Whole Frozen,24.68,4467080,4427980.84,1932.35,19634.95,9
386,2020-10-16 11:51:38,7,Domestic,Shopee,75,Cumi Ring,10,580000,488945.25,658.84,16757.54,15
387,2020-10-18 12:43:33,6,Export,Walk-in-Customer,30,Cakalang A,10,300000,202904.45,175.95,1633.75,4
388,2020-10-19 3:06:23,5,Domestic,Tokopedia,3,Salmon Atlantik Whole,49.73,8702750,5631499.21,14680.54,166551.01,4
389,2020-10-19 11:03:49,2,Export,Horeca,31,Salmon Tasman,1,240000,224026.47,5570.88,29634.19,10
390,2020-10-19 17:07:12,7,Export,Walk-in-Customer,30,Dori,400,13200000,11987640.4,1124.1,113428.92,3
391,2020-10-20 4:33:03,17,Export,Horeca,62,Kakap Putih,20.2,1343300,1098553.22,844.97,89797.79,11
392,2020-10-22 6:46:45,16,Domestic,Walk-in-Customer,69,Salmon Whole Frozen,63.59,10492350,9520937.4,12162.06,65772.66,4
393,2020-10-23 1:45:42,10,Domestic,Walk-in-Customer,67,Dori,30,1065000,954473.68,499.74,3418.36,2
394,2020-10-24 18:50:48,1,Domestic,Tokopedia,94,Salmon Atlantik Whole,61.5,10147500,10657623.47,44527.5,326768.66,9
395,2020-10-25 17:54:09,7,Export,Walk-in-Customer,32,Tuna Loin,15.35,1381500,1152921.18,99.15,1378.13,9
396,2020-10-27 3:46:08,10,Domestic,Horeca,18,Salmon Portion,4.37,1070650,954670.51,1216.18,30933.56,9
397,2020-10-27 15:57:07,1,Domestic,Walk-in-Customer,49,Salmon Whole Frozen,52.11,8598150,7802108,19328.01,47885.96,9
398,2020-10-28 2:32:30,15,Export,Tokopedia,71,Dori NBL Glazing 40%,300,11550000,10800000,6773.95,62899.38,11
399,2020-10-28 9:48:53,4,Export,Walk-in-Customer,78,Salmon,10.33,2458540,2152832.31,176.44,2452.54,11
400,2020-10-30 17:07:25,17,Export,Walk-in-Customer,67,Dori NBL,60,2520000,2279594.59,1477.95,13723.5,2
401,2020-10-30 18:34:14,3,Domestic,Horeca,53,Salmon Tasman,20.1,4623000,4379969.44,7003.02,158596.89,2
402,2020-10-31 17:30:52,6,Export,Walk-in-Customer,6,Salmon Atlantik Whole,53.37,9339750,9871545.45,7158.55,383398.86,13
403,2020-11-01 3:53:12,18,Domestic,Horeca,33,Salmon Whole Frozen,14.12,2555720,2329800,12386.14,29376.92,9
404,2020-11-01 4:00:16,7,Export,Walk-in-Customer,15,Dori NBL,50,2000000,1899662.16,1309.26,11597.11,1
405,2020-11-01 5:03:11,5,Export,Tokopedia,79,Tuna Loin,34.61,3045680,2599518.04,2548.69,91591.17,9
406,2020-11-01 7:25:49,7,Export,Horeca,34,Tuna Loin,15.51,1395900,1164938.6,1618.04,8750.38,15
407,2020-11-02 1:39:30,10,Export,Horeca,49,Salmon,15.05,3386250,3108760.61,2216.75,19635.35,10
408,2020-11-05 16:15:56,6,Export,Tokopedia,57,Salmon Whole Frozen,22,3718000,3652000,263.95,19571.29,12
409,2020-11-05 22:48:36,10,Domestic,Walk-in-Customer,90,Cumi Tube size 5-7,20,1100000,900000,645.14,5990.42,9
410,2020-11-07 0:14:41,19,Export,Shopee,61,Salmon Whole Headless,22.67,3967250,3855985.64,136791.03,280663.68,12
411,2020-11-07 19:00:16,19,Export,Horeca,25,Cumi Tube,10,600000,555000,2564.02,4772.33,9
412,2020-11-08 0:45:06,13,Domestic,Horeca,38,Dori,35.5,1260250,1063903.09,203.83,9424.58,9
413,2020-11-08 1:31:51,15,Domestic,Walk-in-Customer,11,Salmon,15.74,3541500,3251288.5,2318.38,20535.58,5
414,2020-11-08 8:44:10,18,Domestic,Horeca,68,Tuna Loin,9.75,877500,774257.59,3680.46,17249.76,5
415,2020-11-08 12:57:46,3,Export,Horeca,96,Dori NBL 4 Glazing 20%,40,1800000,1600000,1178.34,10437.4,11
416,2020-11-08 15:33:57,12,Export,Horeca,40,Udang Kupas,100,9100000,9676290.98,5337.05,49557.09,9
417,2020-11-08 16:39:20,8,Export,Shopee,19,Salmon,10.46,2332580,2179925.07,167.4,2326.89,9
418,2020-11-11 23:26:41,16,Domestic,Walk-in-Customer,9,Salmon,10.3,2317500,2112625.52,1939.33,69692.98,4
419,2020-11-13 10:59:25,5,Domestic,Horeca,98,Udang PND,2,250000,167101.45,1039.5,7069.43,11
420,2020-11-13 21:54:23,1,Domestic,Horeca,19,Salmon,21.03,4689690,4382774.78,10542.08,26118.45,2
421,2020-11-14 2:08:06,2,Export,Shopee,31,Lobster 300up,5.13,1272240,1231200,800.27,85047.52,9
422,2020-11-14 7:58:02,15,Domestic,Walk-in-Customer,1,Oyster,10.89,441045,370260,258.67,2401.86,9
423,2020-11-14 11:39:20,4,Export,Tokopedia,8,Udang Pancet 21/25,0.5,93000,85298.23,256.4,2543.07,9
424,2020-11-15 6:41:24,1,Domestic,Tokopedia,73,Udang Kupas,2,196000,193525.82,227.19,1228.65,12
425,2020-11-15 21:52:27,18,Domestic,Horeca,16,Cumi Ring,150,7950000,7545048.27,9030.59,229693.89,12
426,2020-11-15 23:08:32,17,Domestic,Horeca,3,Dori NBL 4 Glazing 30%,100,4100000,3714705.88,294.24,4090,14
427,2020-11-16 2:32:48,7,Export,Tokopedia,57,Mahi - Mahi Fillet,25.33,1532465,1064456.39,6724.5,49348.27,11
428,2020-11-17 4:55:24,11,Export,Walk-in-Customer,52,Lobster 100up,10.15,2618700,2445223.8,4172.31,112285.88,14
429,2020-11-19 1:00:47,10,Domestic,Tokopedia,11,Udang Kupas,20,1960000,2700000,781.87,12065.88,9
430,2020-11-19 7:43:38,13,Domestic,Horeca,82,Salmon,10.71,2409750,2212280.81,53.15,16305.26,12
431,2020-11-19 18:22:06,7,Domestic,Tokopedia,32,Salmon,25.91,5959300,5352025.74,20356.39,630103.18,4
432,2020-11-22 19:38:34,13,Export,Walk-in-Customer,27,Salmon,30.15,6783750,6522188.88,283046.61,264013.15,9
433,2020-11-23 10:51:43,15,Export,Tokopedia,64,Udang Vannamei Size L,10,960000,747213.17,256.17,44650.52,5
434,2020-11-24 9:21:20,3,Domestic,Walk-in-Customer,79,Salmon Whole Frozen,39.49,6910750,6028893.59,23606.45,730704.2,14
435,2020-11-28 7:36:52,15,Export,Walk-in-Customer,75,Dori,200,6600000,5993820.2,46044.92,148368.24,9
436,2020-11-29 20:35:39,11,Domestic,Tokopedia,16,Salmon,20.35,4578750,4402207.09,155755.69,120866.41,9
437,2020-11-30 6:10:40,11,Export,Horeca,53,Tuna Saku Root,3,306000,265432.14,6345.28,115467.73,5
438,2020-11-30 13:04:17,12,Export,Tokopedia,83,Udang Kupas,50,4600000,5223758.75,1175.34,97148.01,5
439,2020-12-01 4:25:52,12,Domestic,Horeca,51,Salmon Portion,3.05,753350,623066.26,577.41,30925.19,11
440,2020-12-01 20:40:22,19,Export,Tokopedia,54,Tuna Loin,51.9,4567200,3898150.43,2678.61,24872.21,9
441,2020-12-02 9:15:58,3,Export,Tokopedia,17,Salmon,11.1,2497500,2292840.05,55.09,16899.01,5
442,2020-12-03 7:55:53,2,Export,Shopee,84,Cumi Tube,20,1300000,1020000,92.29,6843.11,9
443,2020-12-03 10:37:33,9,Domestic,Tokopedia,74,Dori NBL,10,410000,379932.43,475.25,2570.14,15
444,2020-12-03 17:14:57,3,Domestic,Walk-in-Customer,8,Gindara Steak,40,2540000,2093701.66,3847.65,87137.38,16
445,2020-12-03 23:48:57,3,Domestic,Horeca,25,Salmon Atlantik Whole,65.97,10885050,12966008.12,6846.97,727650.86,15
446,2020-12-04 5:56:07,12,Domestic,Shopee,46,Salmon Atlantik Whole,14.15,2547000,3352114.82,3447.48,157537.08,6
